Index,0 [STRING] [0x0],1 [UBYTE] [0x8],2 [BBOOL] [0xA],3 [BBOOL] [0xA],4 [BBOOL] [0xA],5 [FLOAT] [0x4],6 [UBYTE] [0x9]
45,"music/ffxiv/BGM_Town_Uru_Night.scd",1,false,false,true,90.0,0
46,"music/ffxiv/BGM_Field_Uru_01.scd",1,true,true,false,90.0,0
47,"music/ffxiv/BGM_Field_Uru_02.scd",1,false,true,true,120.0,0
48,"music/ffxiv/BGM_Field_Uru_03.scd",1,false,true,true,120.0,0
49,"music/ffxiv/BGM_Field_Uru_04.scd",1,false,true,true,25.0,0
50,"music/ffxiv/BGM_Field_Uru_05.scd",1,false,true,true,120.0,0
51,"music/ffxiv/BGM_Field_Uru_06.scd",1,false,true,true,120.0,0
52,"music/ffxiv/BGM_Battle_Uru_01.scd",1,false,false,true,90.0,0
53,"music/ffxiv/BGM_Dungeon_Uru_01.scd",1,true,true,false,90.0,0
54,"music/ffxiv/BGM_Dungeon_Uru_02.scd",1,true,true,false,90.0,0
55,"music/ffxiv/BGM_Field_Safe1.scd",1,false,true,true,105.0,0
56,"music/ffxiv/BGM_Field_Safe2.scd",1,true,true,true,105.0,0
57,"music/ffxiv/BGM_Field_Danger1.scd",1,false,true,true,90.0,0
58,"music/ffxiv/BGM_Field_Danger2.scd",1,false,true,true,90.0,0
59,"music/ffxiv/BGM_Field_Danger3.scd",1,false,true,false,90.0,0
60,"music/ffxiv/BGM_Field_Mor_01.scd",1,false,true,true,120.0,0
61,"music/ffxiv/BGM_Ride_RChocobo.scd",1,false,false,true,90.0,2
62,"music/ffxiv/BGM_Ride_Chocobo.scd",1,false,false,true,90.0,2
63,"music/ffxiv/BGM_Company_Gri.scd",1,false,false,true,90.0,0
64,"music/ffxiv/BGM_Company_Lim.scd",1,false,false,true,90.0,0
65,"music/ffxiv/BGM_Company_Uru.scd",1,false,false,true,90.0,0
66,"music/ffxiv/BGM_Field_Suna.scd",1,false,false,true,90.0,0
67,"music/ffxiv/BGM_Leves_Easy.scd",1,false,false,true,90.0,0
68,"music/ffxiv/BGM_Fate_Kyoten.scd",1,false,false,true,90.0,0
69,"music/ffxiv/BGM_Fate_Bouei.scd",1,false,false,true,90.0,0
70,"music/ffxiv/BGM_Event_StartGri.scd",1,false,false,true,90.0,0
71,"music/ffxiv/BGM_Event_StartLim.scd",1,false,false,true,90.0,0
72,"music/ffxiv/BGM_Event_StartLUru.scd",1,false,false,true,90.0,0
73,"music/ffxiv/BGM_Event_Kanue.scd",1,false,false,true,90.0,0
74,"music/ffxiv/BGM_Event_Rauburn.scd",1,false,false,true,90.0,0
75,"music/ffxiv/BGM_Event_Melvib.scd",1,false,false,true,90.0,0
76,"music/ffxiv/BGM_Event_Teikoku.scd",1,false,false,true,90.0,0
77,"music/ffxiv/BGM_Event_Protector.scd",1,false,false,true,90.0,0
78,"music/ffxiv/BGM_Event_Huon.scd",1,false,false,true,90.0,0
79,"music/ffxiv/BGM_Event_BanActivity.scd",1,false,false,true,90.0,0
80,"music/ffxiv/BGM_Event_Mystery.scd",1,false,false,true,90.0,0
81,"music/ffxiv/BGM_Event_Crystal.scd",1,false,false,true,90.0,0
82,"music/ffxiv/BGM_Event_HeroReturn.scd",1,false,false,true,90.0,0
83,"music/ffxiv/BGM_Event_BattleOverture.scd",1,false,false,true,90.0,0
84,"music/ffxiv/BGM_Event_Sad.scd",1,false,false,true,90.0,0
85,"music/ffxiv/BGM_Event_Keikaku.scd",1,false,false,true,90.0,0
86,"music/ffxiv/BGM_Event_Buki.scd",1,false,false,true,90.0,0
87,"music/ffxiv/BGM_Event_Tanoshii1.scd",1,false,false,true,90.0,0
88,"music/ffxiv/BGM_Event_Tanoshii2.scd",1,false,false,true,90.0,0
89,"music/ffxiv/BGM_Event_Tabidachi.scd",1,false,false,true,90.0,0
90,"music/ffxiv/BGM_Event_JobEvent.scd",1,false,false,true,90.0,0
91,"music/ffxiv/BGM_Event_JobShiren.scd",1,false,false,true,90.0,0
92,"music/ffxiv/BGM_Event_Kako.scd",1,false,false,true,90.0,0
93,"music/ffxiv/BGM_Event_Ansoku1.scd",1,false,false,true,90.0,0
94,"music/ffxiv/BGM_Event_Ascian.scd",1,false,false,true,90.0,0
95,"music/ffxiv/BGM_Event_7thUmbralEra.scd",1,false,false,true,90.0,0
96,"music/ffxiv/BGM_Event_VerySad.scd",1,false,false,true,90.0,0
97,"music/ffxiv/BGM_Event_Truth.scd",1,false,false,true,90.0,0
98,"music/ffxiv/BGM_Event_Ansoku2.scd",1,false,false,true,90.0,0
99,"music/ffxiv/BGM_Event_MemoryOfCid.scd",1,false,false,true,90.0,0
100,"music/ffxiv/BGM_Event_Bazaar.scd",1,false,false,true,90.0,0
101,"music/ffxiv/BGM_Event_Craft.scd",1,false,false,true,90.0,0
102,"music/ffxiv/BGM_Event_Nego.scd",1,false,false,true,90.0,0
103,"music/ffxiv/BGM_Event_Hildy.scd",1,false,false,true,90.0,0
104,"music/ffxiv/BGM_Event_GrandfatherLvup.scd",1,false,false,true,90.0,0
105,"music/ffxiv/BGM_Event_Saisyu.scd",1,false,false,true,90.0,0
106,"music/ffxiv/BGM_Event_CrystalHarpOnly.scd",1,false,false,true,90.0,0
107,"music/ffxiv/BGM_Event_BattleCommon_01.scd",1,false,false,true,90.0,0
108,"music/ffxiv/BGM_Event_FF2BossBattle.scd",1,false,false,true,90.0,0
109,"music/ffxiv/BGM_Event_Kessen.scd",1,false,false,true,90.0,0
110,"music/ffxiv/BGM_Field_Lim_07.scd",1,false,true,true,90.0,0
111,"music/ffxiv/BGM_Field_Lim_08.scd",1,false,true,true,90.0,0
112,"music/ffxiv/BGM_Event_DarknessLullaby.scd",1,false,false,true,90.0,0
113,"music/ffxiv/BGM_Event_BattleCommon_02.scd",1,false,false,true,90.0,0
114,"music/ffxiv/BGM_Event_Kincho.scd",1,false,false,true,90.0,0
115,"music/ffxiv/BGM_Fate_Mid.scd",1,false,false,true,90.0,0
116,"music/ffxiv/BGM_Battle_Dungeon_02.scd",2,false,false,true,90.0,0
117,"music/ffxiv/BGM_Event_Treacherous.scd",1,false,false,true,90.0,0
118,"music/ffxiv/BGM_Field_Bar.scd",1,false,false,true,90.0,0
119,"music/ffxiv/BGM_Field_Lim_Beach.scd",1,false,false,true,90.0,0
120,"music/ffxiv/BGM_Ban_Ifrit.scd",1,false,false,true,90.0,0
121,"music/ffxiv/BGM_Ride_CommonMonster.scd",1,false,false,true,90.0,2
122,"music/ffxiv/BGM_Dungeon_Gri_04.scd",1,true,true,false,90.0,0
123,"music/ffxiv/BGM_Dungeon_Lim_03.scd",1,true,true,false,90.0,0
124,"music/ffxiv/BGM_Dungeon_Uru_03.scd",1,true,true,false,90.0,0
125,"music/ffxiv/BGM_Dungeon_Uru_04.scd",1,true,true,false,90.0,0
126,"music/ffxiv/BGM_Dungeon_Ish_01.scd",1,true,true,false,90.0,0
127,"music/ffxiv/BGM_Dungeon_Ish_02.scd",1,true,true,false,90.0,0
128,"music/ffxiv/BGM_Dungeon_Ish_03.scd",1,true,true,false,90.0,0
129,"music/ffxiv/BGM_Event_Enterprise.scd",1,false,false,true,90.0,0
130,"music/ffxiv/BGM_Event_Fuan.scd",1,false,false,true,90.0,0
131,"music/ffxiv/BGM_Event_Blow.scd",1,false,false,true,90.0,0
132,"music/ffxiv/BGM_System_EndCredit01.scd",1,false,false,true,90.0,0
133,"music/ffxiv/BGM_System_EndCredit02.scd",1,false,false,true,90.0,0
134,"music/ffxiv/BGM_Field_BanFort_Sylph.scd",1,false,false,true,90.0,0
135,"music/ffxiv/BGM_Field_BanFort_Ixal.scd",1,false,false,true,90.0,0
136,"music/ffxiv/BGM_Field_BanFort_Kobold.scd",1,false,false,true,90.0,0
137,"music/ffxiv/BGM_Field_BanFort_Sahagin.scd",1,false,false,true,90.0,0
138,"music/ffxiv/BGM_Field_BanFort_Amaruja.scd",1,false,false,true,90.0,0
139,"music/ffxiv/BGM_Field_PVP.scd",1,false,false,true,90.0,0
140,"music/ffxiv/BGM_Field_Lim_Housing.scd",1,false,false,true,90.0,0
141,"music/ffxiv/BGM_Field_Ish_01.scd",1,false,true,true,120.0,0
142,"music/ffxiv/BGM_Field_Ish_02.scd",1,false,true,true,35.0,0
143,"music/ffxiv/BGM_Field_Ish_03.scd",1,false,true,true,60.0,0
144,"music/ffxiv/BGM_Battle_Ish_01.scd",2,false,false,true,90.0,0
145,"music/ffxiv/BGM_Battle_Mor_01.scd",2,false,false,true,90.0,0
146,"music/ffxiv/BGM_Con_Bahamut.scd",1,false,false,true,90.0,1
147,"music/ffxiv/BGM_Con_Bahamut_Boss.scd",1,false,false,true,90.0,0
148,"music/ffxiv/BGM_Con_Teikoku_01.scd",1,false,false,true,90.0,0
149,"music/ffxiv/BGM_Con_Teikoku_02.scd",1,false,false,true,90.0,0
150,"music/ffxiv/BGM_Con_Altima.scd",1,false,false,true,90.0,0
151,"music/ffxiv/BGM_Con_Teikoku_Boss.scd",1,false,false,true,90.0,0
152,"music/ffxiv/BGM_Con_Teikoku_Gaius.scd",1,false,false,true,90.0,0
153,"music/ffxiv/BGM_Fate_Odin.scd",1,false,false,true,90.0,0
154,"music/ffxiv/BGM_Fate_HMN.scd",1,false,false,true,90.0,0
155,"music/ffxiv/BGM_Ban_Garuda.scd",1,false,false,true,90.0,0
156,"music/ffxiv/BGM_Ban_Titan.scd",1,false,false,true,90.0,0
157,"music/ffxiv/BGM_Ban_Titan_pre1.scd",1,false,false,true,90.0,0
158,"music/ffxiv/BGM_Ban_Titan_pre2.scd",1,false,false,true,90.0,0
159,"music/ffxiv/BGM_Ban_Titan_pre3.scd",1,false,false,true,90.0,0
160,"music/ffxiv/BGM_Ban_Titan_pre4.scd",1,false,false,true,90.0,0
161,"music/ffxiv/BGM_Event_Escape.scd",1,false,false,true,90.0,0
162,"music/ffxiv/BGM_Event_PerfectAltima.scd",1,false,false,true,90.0,0
163,"music/ffxiv/BGM_Fate_FFXIII01.scd",1,false,false,true,90.0,0
164,"music/ffxiv/BGM_Fate_FFXIII02.scd",1,false,false,true,90.0,0
165,"music/ffxiv/BGM_Con_Teikoku_01_Sido.scd",1,false,false,true,90.0,0
166,"music/ffxiv/BGM_FATE_Bombard.scd",1,false,false,true,90.0,0
167,"music/ffxiv/BGM_Field_Gri_01.scd",1,true,true,true,300.0,0
168,"music/ffxiv/BGM_Field_Lim_01.scd",1,true,true,true,300.0,0
169,"music/ffxiv/BGM_Field_Uru_01.scd",1,true,true,true,300.0,0
170,"music/ffxiv/BGM_Field_Mor_02.scd",1,false,true,true,120.0,0
171,"music/ffxiv/BGM_Fate_Bouei2.scd",1,false,false,true,90.0,0
172,"music/ffxiv/BGM_Ride_CoolMount.scd",1,false,false,true,90.0,0
173,"music/ffxiv/BGM_Con_Ascian.scd",1,false,false,true,90.0,0
174,"music/ffxiv/BGM_Season_Halloween.scd",1,false,false,true,90.0,0
175,"music/ffxiv/BGM_Season_Christmas.scd",1,false,false,true,90.0,0
176,"music/ffxiv/BGM_Season_NewYear.scd",1,false,false,true,90.0,0
177,"music/ffxiv/BGM_Fate_FFXI01.scd",1,false,false,true,90.0,0
178,"music/ffxiv/BGM_Ban_Moogle_Nomal.scd",1,false,false,true,90.0,0
179,"music/ffxiv/BGM_Ban_Moogle_King.scd",1,false,false,true,90.0,0
180,"music/ffxiv/BGM_Con_CrystalTower_01.scd",1,false,false,true,90.0,1
181,"music/ffxiv/BGM_Con_CrystalTower_Boss_01.scd",1,false,false,true,90.0,0
182,"music/ffxiv/BGM_Event_NextHildy.scd",1,false,false,true,90.0,0
183,"music/ffxiv/BGM_Field_Mor_03.scd",1,false,false,true,90.0,0
184,"music/ffxiv/BGM_Field_Mor_04.scd",1,false,false,true,90.0,0
185,"music/ffxiv/BGM_Dungeon_Lim_04.scd",1,false,false,true,90.0,0
186,"music/ffxiv/BGM_Field_Housing_Day.scd",1,false,false,true,90.0,0
187,"music/ffxiv/BGM_Field_Housing_Night.scd",1,false,false,true,90.0,0
188,"music/ffxiv/BGM_Field_BanColony_Sylph.scd",1,false,false,true,90.0,0
189,"music/ffxiv/BGM_Field_BanColony_Amaruja.scd",1,false,false,true,90.0,0
190,"music/ffxiv/BGM_Event_Marvellous.scd",1,false,false,true,90.0,0
191,"music/ffxiv/BGM_Event_Barbar.scd",1,false,false,true,90.0,0
192,"music/ffxiv/BGM_Fate_FF2.scd",1,false,false,true,90.0,0
193,"music/ffxiv/BGM_Ride_DEBUChocobo.scd",1,false,false,true,90.0,2
194,"music/ffxiv/BGM_Field_BanColony_Kobold.scd",1,false,false,true,90.0,0
195,"music/ffxiv/BGM_Field_BanColony_Sahagin.scd",1,false,false,true,90.0,0
196,"music/ffxiv/BGM_Season_Easter.scd",1,false,false,true,90.0,0
197,"music/ffxiv/BGM_Dungeon_Gri_05.scd",1,false,false,true,90.0,0
198,"music/ffxiv/BGM_Con_Neal.scd",1,false,false,true,90.0,0
199,"music/ffxiv/BGM_Con_CarteneauBattle.scd",1,false,false,true,90.0,0
200,"music/ffxiv/BGM_Ban_Moogle_Goku.scd",1,false,false,true,90.0,0
201,"music/ffxiv/BGM_Event_ClashOnTheBigBridge.scd",1,false,false,true,90.0,0
202,"music/ffxiv/BGM_Con_Bahamut_v2.scd",1,false,false,true,90.0,1
203,"music/ffxiv/BGM_Ban_Leviathan1.scd",1,false,false,true,90.0,0
204,"music/ffxiv/BGM_Ban_Leviathan2.scd",1,false,false,true,90.0,0
205,"music/ffxiv/BGM_Event_Neal.scd",1,false,false,true,90.0,0
206,"music/ffxiv/BGM_Boss_05.scd",1,false,false,true,90.0,0
207,"music/ffxiv/BGM_Dungeon_Gri_06.scd",1,false,false,true,90.0,0
208,"music/ffxiv/BGM_Dungeon_Lim_05.scd",1,false,false,true,90.0,0
209,"music/ffxiv/BGM_Dungeon_Uru_06.scd",1,false,false,true,90.0,0
210,"music/ffxiv/BGM_Dungeon_Uru_05.scd",1,false,false,true,90.0,0
211,"music/ffxiv/BGM_Event_Sad2.scd",1,false,false,true,90.0,0
212,"music/ffxiv/BGM_Event_UneDoga.scd",1,false,false,true,90.0,0
213,"music/ffxiv/BGM_Season_China01.scd",1,false,false,true,90.0,0
214,"music/ffxiv/BGM_Season_SummerFes.scd",1,false,false,true,90.0,0
215,"music/ffxiv/BGM_Field_BanColony_Ixal.scd",1,false,false,true,90.0,0
216,"music/ffxiv/BGM_Dungeon_Lim_06.scd",1,false,false,true,90.0,0
217,"music/ffxiv/BGM_Dungeon_Gri_07.scd",1,false,false,true,90.0,0
218,"music/ffxiv/BGM_Con_CrystalTower_02.scd",1,false,false,true,90.0,1
219,"music/ffxiv/BGM_PvP_Intro.scd",1,false,false,true,90.0,0
220,"music/ffxiv/BGM_PvP_Battle.scd",1,false,false,true,90.0,1
221,"music/ffxiv/BGM_Ban_Ramuh.scd",1,false,false,true,90.0,0
222,"music/ffxiv/BGM_Minigame_Puzzle.scd",1,false,false,true,90.0,0
223,"music/ffxiv/BGM_Event_Gendaishi.scd",1,false,false,true,90.0,0
224,"music/ffxiv/BGM_Event_ChocoboEducation.scd",1,false,false,true,90.0,0
225,"music/ffxiv/BGM_Event_IshKyoko.scd",1,false,false,true,90.0,0
226,"music/ffxiv/BGM_Season_Answers.scd",1,false,false,true,90.0,0
227,"music/ffxiv/BGM_Ban_Odin.scd",1,false,false,true,90.0,0
228,"music/ffxiv/BGM_Season_Wedding.scd",1,false,false,true,90.0,0
229,"music/ffxiv/BGM_Field_Lim_Ninja.scd",1,false,false,true,90.0,0
230,"music/ffxiv/BGM_Ban_Shiva1.scd",1,false,false,true,90.0,0
231,"music/ffxiv/BGM_Ban_Shiva2.scd",1,false,false,true,90.0,0
232,"music/ffxiv/BGM_Event_Orthros.scd",1,false,false,true,90.0,0
233,"music/ffxiv/BGM_Dungeon_Ish_04.scd",1,false,false,true,90.0,0
234,"music/ffxiv/BGM_Dungeon_Uru_07.scd",1,false,false,true,90.0,0
235,"music/ffxiv/BGM_Dungeon_Lim_07.scd",1,false,false,true,90.0,0
236,"music/ffxiv/BGM_Con_Bahamut_Bigboss1.scd",1,false,false,true,90.0,0
237,"music/ffxiv/BGM_Con_Bahamut_Bigboss2.scd",1,false,false,true,90.0,0
238,"music/ffxiv/BGM_Con_Bahamut_Bigboss3.scd",1,false,false,true,90.0,0
239,"music/ffxiv/BGM_Event_Bahamut_4thNC.scd",1,false,false,true,90.0,0
240,"music/ffxiv/BGM_Con_Bahamut_Bigboss0.scd",1,false,false,true,90.0,0
241,"music/ffxiv/BGM_Event_UQ.scd",1,false,false,true,90.0,0
242,"music/ffxiv/BGM_Event_Enkidu.scd",1,false,false,true,90.0,0
243,"music/ffxiv/BGM_Dungeon_Mor_01.scd",1,false,false,true,90.0,0
244,"music/ffxiv/BGM_Dungeon_Mor_02.scd",1,false,false,true,90.0,0
245,"music/ffxiv/BGM_Dungeon_Lim_08.scd",1,false,false,true,90.0,0
246,"music/ffxiv/BGM_Dungeon_Gri_08.scd",1,false,false,true,90.0,0
247,"music/ffxiv/BGM_Con_CrystalTower_03.scd",1,false,false,true,90.0,1
248,"music/ffxiv/BGM_Con_CrystalTower_Boss_02.scd",1,false,false,true,90.0,0
249,"music/ffxiv/BGM_Con_CrystalTower_Boss_03.scd",1,false,false,true,90.0,0
250,"music/ffxiv/BGM_GlodSaucer_Lobby.scd",1,false,false,true,90.0,0
251,"music/ffxiv/BGM_GlodSaucer_GATE.scd",1,false,false,true,90.0,0
252,"music/ffxiv/BGM_GlodSaucer_Race.scd",1,false,false,true,90.0,0
253,"music/ffxiv/BGM_GlodSaucer_Triple.scd",1,false,false,true,90.0,0
254,"music/ffxiv/BGM_Con_Ish_01.scd",1,false,false,true,90.0,0
255,"music/ffxiv/BGM_Con_Ish_02.scd",1,false,false,true,90.0,0
256,"music/ffxiv/BGM_Boss_06.scd",1,false,false,true,90.0,0
257,"music/ffxiv/BGM_Boss_07.scd",1,false,false,true,90.0,0
258,"music/ffxiv/BGM_ChocoboRace_Win1st.scd",1,false,false,true,90.0,0
259,"music/ffxiv/BGM_ChocoboRace_Win2nd.scd",1,false,false,true,90.0,0
260,"music/ffxiv/BGM_ChocoboRace_Lose.scd",1,false,false,true,90.0,0
261,"music/ffxiv/BGM_ChocoboRace_Fanfare.scd",1,false,false,true,90.0,0
262,"music/ffxiv/BGM_Ride_MagitekArmor.scd",1,false,false,true,90.0,2
263,"music/ffxiv/BGM_Ride_Odin.scd",1,false,false,true,90.0,2
264,"music/ffxiv/BGM_Ride_Shiva.scd",1,false,false,true,90.0,2
265,"music/ffxiv/BGM_Ride_Ramuh.scd",1,false,false,true,90.0,2
266,"music/ffxiv/BGM_Ride_Leviathan.scd",1,false,false,true,90.0,2
267,"music/ffxiv/BGM_Ride_Titan.scd",1,false,false,true,90.0,2
268,"music/ffxiv/BGM_Ride_Gruda.scd",1,false,false,true,90.0,2
269,"music/ffxiv/BGM_Ride_Ifrit.scd",1,false,false,true,90.0,2
270,"music/ex1/BGM_EX1_Null.scd",0,false,false,true,90.0,0
271,"music/ex1/BGM_EX1_System_Title.scd",1,false,false,true,90.0,0
272,"music/ex1/BGM_EX1_EndCredit01.scd",1,false,false,true,90.0,0
273,"music/ex1/BGM_EX1_Field_Safe1.scd",1,false,true,true,35.0,0
274,"music/ex1/BGM_EX1_Field_Safe2.scd",1,false,true,true,35.0,0
275,"music/ex1/BGM_EX1_Town_Ish01_Day.scd",1,false,false,true,90.0,0
276,"music/ex1/BGM_EX1_Town_Ish01_Night.scd",1,false,false,true,90.0,0
277,"music/ex1/BGM_EX1_Town_Ish02_Day.scd",1,false,false,true,90.0,0
278,"music/ex1/BGM_EX1_Town_Ish02_Night.scd",1,false,false,true,90.0,0
279,"music/ex1/BGM_EX1_Field_IshSebu02.scd",1,false,true,true,30.0,0
280,"music/ex1/BGM_EX1_Field_IshSebu03.scd",1,false,true,true,30.0,0
281,"music/ex1/BGM_EX1_Battle_IshSebu_01.scd",1,false,false,true,90.0,0
282,"music/ex1/BGM_EX1_Field_DravaniaH02.scd",1,false,true,true,30.0,0
283,"music/ex1/BGM_EX1_Field_DravaniaH03.scd",1,false,true,true,30.0,0
284,"music/ex1/BGM_EX1_Battle_DravaniaH_01.scd",1,false,false,true,90.0,0
285,"music/ex1/BGM_EX1_Field_DravaniaL02.scd",1,false,true,true,30.0,0
286,"music/ex1/BGM_EX1_Field_DravaniaL03.scd",1,false,true,true,30.0,0
287,"music/ex1/BGM_EX1_Battle_DravaniaL_01.scd",1,false,false,true,90.0,0
288,"music/ex1/BGM_EX1_Field_DravaniaC02.scd",1,false,true,true,30.0,0
289,"music/ex1/BGM_EX1_Field_DravaniaC03.scd",1,false,true,true,30.0,0
290,"music/ex1/BGM_EX1_Battle_DravaniaC_01.scd",1,false,false,true,90.0,0
291,"music/ex1/BGM_EX1_Field_Abaracia02.scd",1,false,true,true,30.0,0
292,"music/ex1/BGM_EX1_Field_Abaracia03.scd",1,false,true,true,30.0,0
293,"music/ex1/BGM_EX1_Battle_Abaracia_01.scd",1,false,false,true,90.0,0
294,"music/ex1/BGM_EX1_Field_MagicC02.scd",1,false,true,true,30.0,0
295,"music/ex1/BGM_EX1_Battle_MagicC_01.scd",1,false,false,true,90.0,0
296,"music/ex1/BGM_EX1_Rest_Sharean.scd",1,false,false,true,90.0,0
297,"music/ex1/BGM_EX1_Rest_Sharean_Night.scd",1,false,false,true,90.0,0
298,"music/ex1/BGM_EX1_Rest_Matoya.scd",1,false,false,true,90.0,0
299,"music/ex1/BGM_EX1_Dungeon_IshSebu_01.scd",1,false,false,true,90.0,0
300,"music/ex1/BGM_EX1_Dungeon_Abaracia_01.scd",1,false,false,true,90.0,0
301,"music/ex1/BGM_EX1_Dungeon_DravaniaH_01.scd",1,false,false,true,90.0,0
302,"music/ex1/BGM_EX1_Dungeon_DravaniaC_01.scd",1,false,false,true,90.0,0
303,"music/ex1/BGM_EX1_Dungeon_DravaniaL_01.scd",1,false,false,true,90.0,0
304,"music/ex1/BGM_EX1_Dungeon_MagicC_01.scd",1,false,false,true,90.0,0
305,"music/ex1/BGM_EX1_Dungeon_Kyoko.scd",1,false,false,true,90.0,0
306,"music/ex1/BGM_EX1_Dungeon_Kyoko_2.scd",1,false,false,true,90.0,0
307,"music/ex1/BGM_EX1_Dungeon_Kyoko_3.scd",1,false,false,true,90.0,0
308,"music/ex1/BGM_EX1_Dungeon_MagicC_02.scd",1,false,false,true,90.0,0
309,"music/ex1/BGM_EX1_Boss_01.scd",1,false,false,true,90.0,0
310,"music/ex1/BGM_EX1_Ban_Ravana_01.scd",1,false,false,true,90.0,0
311,"music/ex1/BGM_EX1_Ban_Bismark_01.scd",1,false,false,true,90.0,0
312,"music/ex1/BGM_EX1_Boss02.scd",1,false,false,true,90.0,0
313,"music/ex1/BGM_EX1_Event_DragonWar.scd",1,false,false,true,90.0,0
314,"music/ex1/BGM_EX1_Event_Dragon.scd",1,false,false,true,90.0,0
315,"music/ex1/BGM_EX1_Event_Soten.scd",1,false,false,true,90.0,0
316,"music/ex1/BGM_EX1_Event_IshWar.scd",1,false,false,true,90.0,0
317,"music/ex1/BGM_EX1_Event_Strategy.scd",1,false,false,true,90.0,0
318,"music/ex1/BGM_EX1_Event_Start.scd",1,false,false,true,90.0,0
319,"music/ffxiv/BGM_EX1_Ride_FlyingMount.scd",1,false,false,true,90.0,2
320,"music/ex1/BGM_EX1_Event_IshDragonHead.scd",1,false,false,true,90.0,0
321,"music/ex1/BGM_EX1_FATE01.scd",1,false,false,true,90.0,0
322,"music/ex1/BGM_EX1_Event_Moogle.scd",1,false,false,true,90.0,0
323,"music/ex1/BGM_EX1_Alex01.scd",1,false,false,true,90.0,0
324,"music/ex1/BGM_EX1_Alex02.scd",1,false,false,true,90.0,0
325,"music/ex1/BGM_EX1_Ban_Ravana_02.scd",1,false,false,true,90.0,0
